station,date,temp_avg,temp_max,temp_min,rainfall_sum,wind_avg,humidity_avg,ground_temp_avg,cloud_avg,temp_range
밀양,2020-01-05,1.2791666666666666,10.5,-6.1,0.0,0.25833333333333336,59.791666666666664,0.4916666666666667,2.130434782608696,16.6
산청,2020-01-05,0.33749999999999997,9.4,-6.5,0.0,0.37083333333333335,63.166666666666664,-0.5541666666666666,2.130434782608696,15.9
진주,2020-01-05,1.0083333333333333,10.7,-6.2,0.0,0.39999999999999997,61.916666666666664,0.8833333333333333,2.4347826086956523,16.9
합천,2020-01-05,-0.09999999999999999,9.7,-6.7,0.0,0.6375000000000001,67.875,0.2250000000000001,1.6956521739130435,16.4
광주,2020-01-06,6.8500000000000005,8.7,5.0,9.6,0.9083333333333333,77.95833333333333,5.6375,9.791666666666666,3.6999999999999993
밀양,2020-01-06,1.7749999999999997,4.1,-2.2,11.9,0.2791666666666667,88.54166666666667,1.6666666666666667,9.26086956521739,6.3
산청,2020-01-06,0.22916666666666666,4.7,-3.3,14.0,0.3458333333333334,89.75,0.39166666666666666,9.391304347826088,8.0
진주,2020-01-06,2.5083333333333333,4.6,-2.1,7.6000000000000005,0.3,83.625,2.65,9.0,6.699999999999999
합천,2020-01-06,0.4791666666666667,2.7,-3.7,12.9,0.33749999999999997,90.41666666666667,0.7250000000000001,9.826086956521738,6.4
광주,2020-01-07,12.879166666666668,17.6,8.7,35.5,2.345833333333333,98.125,11.237499999999999,10.0,8.900000000000002
밀양,2020-01-07,8.420833333333333,17.9,4.2,21.0,0.875,97.33333333333333,7.9875,8.625,13.7
산청,2020-01-07,7.920833333333333,16.3,3.9,35.5,0.9041666666666667,96.70833333333333,7.429166666666667,9.8125,12.4
진주,2020-01-07,9.15,16.8,4.5,44.5,0.7999999999999999,94.75,8.25,9.125,12.3
합천,2020-01-07,6.658333333333334,16.8,2.8,19.700000000000003,0.6375000000000001,97.45833333333333,6.083333333333333,9.125,14.0
광주,2020-01-08,5.454166666666667,10.5,4.1,5.2,3.0083333333333333,86.95833333333333,5.645833333333333,9.958333333333334,6.4
밀양,2020-01-08,9.6,16.5,6.0,15.0,3.091666666666667,54.416666666666664,8.070833333333333,7.739130434782608,10.5
산청,2020-01-08,6.370833333333334,13.6,3.8,1.8,5.720833333333334,71.41666666666667,5.2749999999999995,7.260869565217392,9.8
진주,2020-01-08,8.358333333333333,14.3,3.5,2.0,3.095833333333333,65.75,7.404166666666666,5.3478260869565215,10.8
합천,2020-01-08,8.1875,14.5,4.1,9.2,2.6750000000000003,68.83333333333333,6.208333333333333,7.826086956521739,10.4
광주,2020-01-09,3.5833333333333335,5.8,0.8,0.0,1.7,64.33333333333333,3.6625,7.458333333333333,5.0
밀양,2020-01-09,4.366666666666666,8.1,0.9,0.0,0.8875000000000001,53.958333333333336,4.429166666666666,6.291666666666667,7.199999999999999
산청,2020-01-09,3.275,7.2,0.0,0.0,2.7916666666666665,55.708333333333336,1.9166666666666667,5.625,7.2
진주,2020-01-09,3.4166666666666665,9.6,-1.8,0.0,0.7958333333333334,63.416666666666664,3.7583333333333333,6.75,11.4
합천,2020-01-09,2.9625,8.4,-2.1,0.0,1.1541666666666666,69.54166666666667,2.6666666666666665,5.416666666666667,10.5
광주,2020-01-10,2.6875,9.6,-1.3,0.0,1.4583333333333333,62.791666666666664,1.9583333333333333,3.0,10.9
밀양,2020-01-10,1.7541666666666667,9.4,-3.2,0.0,0.47500000000000003,60.375,1.7750000000000001,2.5416666666666665,12.600000000000001
산청,2020-01-10,0.5208333333333335,8.9,-5.1,0.0,0.6916666666666668,70.875,0.6291666666666668,3.625,14.0
진주,2020-01-10,0.7166666666666667,9.4,-5.0,0.0,0.4583333333333333,68.75,1.5791666666666666,4.125,14.4
합천,2020-01-10,0.28750000000000003,9.3,-4.9,0.0,0.5041666666666667,75.08333333333333,1.4041666666666668,3.2916666666666665,14.200000000000001
광주,2020-01-11,3.4458333333333333,8.0,0.2,0.0,1.5083333333333335,60.458333333333336,2.829166666666667,5.875,7.8
밀양,2020-01-11,2.3625000000000003,9.1,-2.9,0.0,0.4875,61.25,2.158333333333333,4.5,12.0
산청,2020-01-11,2.5666666666666664,8.6,-3.0,0.0,1.55,63.708333333333336,1.2333333333333334,5.083333333333333,11.6
진주,2020-01-11,2.5125,10.0,-3.9,0.0,0.48333333333333334,66.20833333333333,2.7083333333333335,5.0,13.9
합천,2020-01-11,1.55,8.9,-4.2,0.0,0.8208333333333333,74.125,1.7708333333333333,5.125,13.100000000000001
광주,2020-01-12,3.3958333333333335,4.8,2.3,0.0,1.2833333333333334,61.541666666666664,3.3125,7.5,2.5
밀양,2020-01-12,2.704166666666667,8.0,-1.3,0.0,1.0625,54.541666666666664,2.5208333333333335,2.9583333333333335,9.3
산청,2020-01-12,2.5625,4.7,1.3,0.0,3.9499999999999997,53.833333333333336,2.0625,5.416666666666667,3.4000000000000004
진주,2020-01-12,3.0083333333333333,8.1,-2.3,0.0,0.9500000000000001,57.333333333333336,3.5375,3.5416666666666665,10.399999999999999
합천,2020-01-12,2.625,7.5,-0.7,0.0,1.2874999999999999,63.083333333333336,2.858333333333333,4.166666666666667,8.2
광주,2020-01-13,2.566666666666667,4.7,-0.3,0.0,1.7666666666666666,59.291666666666664,2.891666666666666,7.541666666666667,5.0
밀양,2020-01-13,0.5458333333333333,6.8,-4.3,0.0,0.8125,59.416666666666664,0.7291666666666666,3.125,11.1
산청,2020-01-13,1.3499999999999999,3.2,-1.3,0.0,4.120833333333334,57.875,0.5333333333333333,5.208333333333333,4.5
